Case #1: Impossible
24 8 99922
21 5 101625
7 11 103573
13 20 104054
5 8 106600
24 5 107816
21 19 108526
10 9 112668
19 24 114717
1 7 115227
9 8 115312
6 11 116760
5 1 117690
23 6 119288
21 11 120152
3 19 120235
10 5 121380
10 24 122910
18 24 124324
24 11 126343
1 9 126402
17 5 127196
10 19 128281
24 23 128871
20 5 130647
19 8 130925
5 18 131002
19 13 132185
9 3 135848
9 17 135908
20 9 139359
15 11 139518
8 12 141223
19 1 142015
19 4 142042
4 5 142094
23 10 142435
11 8 142551
5 3 144560
3 14 144681
23 8 145079
4 7 147273
9 13 147798
8 21 148593
22 15 149776
19 17 151521
19 20 153489
5 13 153526
1 11 153641
18 19 155327
18 14 156079
23 1 156169
13 14 156631
3 10 158750
24 12 161884
3 11 163087
17 11 163147
12 18 165625
17 23 165675
6 7 165855
9 15 166757
11 18 166953
16 5 168854
23 20 169126
23 18 169481
13 10 170700
11 13 175037
7 24 175438
5 15 175469
13 23 177565
11 4 178045
14 8 180481
23 4 180573
19 15 182370
21 6 182434
6 8 187409
6 24 188625
7 10 189002
24 21 192017
19 16 193179
15 23 196524
6 1 198499
10 6 202189
16 11 204805
21 10 205581
14 19 206066
14 5 206118
23 16 207333
1 10 207361
21 17 208436
7 14 211297
20 6 211456
6 18 211811
7 17 212242
2 9 214880
8 2 215698
18 7 216048
1 21 219315
18 4 220103
8 10 222832
4 6 222903
3 18 223558
2 5 223592
15 10 224947
6 3 225369
1 24 225506
3 21 228761
2 19 230493
18 20 231550
20 21 232272
17 8 233796
13 6 234335
3 24 234952
24 17 235012
18 13 235508
8 20 237247
20 24 238463
10 2 238686
4 10 239407
21 13 240711
11 14 242069
2 11 242119
7 15 243091
4 8 244505
23 14 244597
2 23 244647
1 17 244886
13 24 246902
18 10 247234
12 5 247823
8 3 247960
10 17 248576
18 1 248692
24 4 249910
7 16 253900
12 9 256535
17 20 257843
21 15 259670
8 13 259910
24 15 265861
21 16 270479
3 17 271756
12 19 272148
16 8 275454
16 24 276670
14 24 280403
17 13 280722
8 15 282069
7 22 283770
12 23 286302
1 16 286544
14 6 286927
11 22 289294
21 12 289816
16 10 290234
7 2 291214
15 1 293159
17 16 296050
20 16 299501
16 18 299856
15 3 302605
15 17 302665
10 14 303431
20 15 306116
15 18 306471
21 2 307793
22 9 310092
4 16 310948
16 22 311742
3 16 313414
13 15 314555
15 4 317563
22 5 318804
12 14 321704
16 13 322380
22 19 325705
12 7 332869
17 14 333314
15 16 344323
3 22 350386
3 2 350728
2 20 354239
21 22 359614
13 22 362336
2 13 362678
2 14 365465
12 1 365513
4 2 365686
16 14 374972
12 17 375019
20 12 378470
15 14 381587
2 15 381637
4 12 385728
12 3 389183
16 2 392446
22 6 399613
12 13 401133
24 22 409196
12 16 416677
18 22 418058
15 12 423292
22 8 425404
4 22 431043
22 20 442490
17 22 446000
14 22 495067
22 2 524972
22 12 566627
Case #267: 246
40 11 19126
25 6 22181
9 8 28226
26 39 32721
9 41 38526
6 32 39716
9 3 43852
36 20 44564
32 30 45065
25 9 47144
30 8 47840
20 9 52670
33 27 54739
30 41 58139
7 15 58304
15 22 58384
11 3 60865
33 38 61957
32 9 64679
40 33 65543
36 9 65970
26 11 70934
33 25 71346
31 18 75271
38 1 78134
28 3 78921
28 25 79599
38 18 80457
27 12 81488
22 12 81990
6 11 86338
39 9 86642
26 37 86970
24 9 87119
24 15 87169
36 32 91421
8 33 91656
26 41 92446
32 8 92905
28 33 95885
7 26 97720
20 25 99814
11 7 100084
25 26 101065
22 28 102245
9 27 102824
32 41 103204
29 37 103361
21 36 103971
25 15 104209
11 13 108167
12 24 110910
8 15 113149
1 36 115294
38 27 116696
27 26 117426
26 32 118600
4 8 118675
13 8 119380
27 11 119837
36 26 119891
4 31 120716
31 12 120848
6 13 121251
41 7 121596
32 15 121744
26 6 123246
28 13 123609
4 34 124530
39 41 125167
27 8 131050
41 15 131862
20 39 132258
6 27 132351
38 12 133022
25 39 133786
40 14 133796
29 9 133971
27 41 134905
24 29 135588
4 33 136095
40 31 136183
33 12 136227
8 12 136730
25 4 137593
33 21 139394
17 3 139969
15 12 140349
9 37 140891
3 29 141209
25 29 141887
4 20 143119
12 20 145359
7 32 147750
5 11 149611
11 34 150063
24 33 150549
31 11 151083
23 28 151952
36 38 152129
39 36 152612
13 27 154750
32 4 155128
30 14 155523
10 36 156626
38 3 156690
15 33 156767
28 38 157842
26 14 157904
33 29 158173
18 1 158591
6 10 159981
10 28 162339
4 12 162844
29 6 164068
14 8 164135
40 16 164673
12 30 164698
34 3 168217
41 10 168428
18 41 170816
35 12 171064
14 41 174434
11 19 176162
39 13 177796
30 19 178763
17 20 180038
30 16 182174
29 1 183295
40 1 183377
30 18 184097
13 29 185897
18 2 186678
25 37 188035
25 1 189180
21 34 189357
23 26 191927
16 24 193227
1 24 194307
37 27 194735
31 23 195026
1 39 195146
21 32 195392
38 22 195829
21 15 195934
33 5 196028
15 31 196202
38 4 198052
11 1 198277
5 24 198954
31 29 199333
21 6 200038
23 24 200064
1 4 200066
39 34 202431
22 31 202813
19 3 203001
13 17 203939
24 18 205328
25 16 209704
6 37 210216
17 22 210359
3 18 210949
6 1 211361
19 20 211819
38 39 212029
29 34 212257
4 5 212576
22 10 212875
24 37 213555
34 22 215737
24 31 216180
31 14 216904
24 10 217003
23 19 220105
29 38 220130
4 10 220333
11 18 220724
7 23 221077
19 32 223828
31 2 224146
23 39 224648
15 42 226620
14 13 227077
19 6 228474
18 32 229162
24 35 230093
25 17 230964
37 13 232045
26 18 232057
18 7 234193
29 19 235383
35 3 235714
13 12 236238
34 37 237909
35 36 240208
40 42 241928
42 9 244041
39 16 249202
19 15 252486
17 6 253145
17 39 255151
19 27 255529
17 16 258676
35 34 259655
23 1 261533
21 37 262396
5 10 262482
26 42 266036
42 8 272267
14 23 273915
18 14 276774
5 16 282389
35 41 286839
3 42 287893
32 42 288670
25 42 291185
18 19 291440
19 5 291747
19 14 295058
21 17 295831
13 42 297207
15 2 299022
19 37 300040
16 23 300566
38 42 304449
17 1 307154
35 33 307291
35 32 312993
24 42 313789
36 2 314352
42 28 315724
8 2 315836
6 35 317297
17 31 317890
14 17 319729
19 12 324105
31 42 325036
42 4 330264
37 42 333387
42 10 335513
37 35 339283
2 29 344759
18 35 347850
14 2 373885
14 35 384223
Case #268: 12
2 5 12549
7 3 78660
6 8 219622
8 2 279422
3 6 489409
2 6 499044
4 2 512637
7 8 528542
3 1 553101
6 7 568069
1 4 593789
3 8 607202
Case #269: 78
2 24 9495
14 23 10000
16 24 18290
15 23 26062
8 14 27934
16 15 30273
1 9 37590
8 15 43996
22 14 55479
18 2 68738
12 10 70790
8 22 72581
13 28 78921
26 24 80106
12 17 81430
7 26 89867
14 20 96947
2 25 102587
25 23 107171
4 18 108726
25 16 111382
28 10 122263
21 2 123078
25 8 125105
26 4 129589
26 3 133151
6 14 133275
6 24 137354
4 25 142575
24 5 145102
2 13 152139
1 11 154953
23 5 159181
19 21 168567
11 14 175618
6 22 177922
11 27 178122
5 12 181122
15 12 182075
12 16 188382
22 1 191306
1 8 197822
12 9 200838
8 12 202105
3 22 214196
9 4 216302
23 9 217478
17 7 218891
4 7 219456
1 25 223395
28 2 231060
15 28 233548
27 23 240732
25 12 244242
27 14 250732
9 28 252311
28 8 253578
2 17 261017
5 21 277675
7 6 279169
9 17 282268
17 27 294726
27 9 295485
19 24 301140
27 26 306759
21 3 317672
9 21 321745
6 3 322453
6 10 323340
19 4 350623
28 21 354138
19 1 355494
27 6 364007
27 5 399913
19 13 443784
19 5 446242
19 10 452440
12 19 471232
Case #270: 132
4 23 1068
13 19 1254
8 17 5376
23 8 9867
3 11 10020
4 8 10935
1 7 20628
22 15 26033
3 2 27021
18 22 32486
4 2 33575
12 15 34079
2 23 34643
13 20 36818
19 20 38072
4 9 39051
9 8 47850
4 11 47915
8 3 48830
11 23 48983
17 2 49886
17 9 53226
17 3 54206
6 17 58678
8 11 58850
6 23 63169
11 17 64226
6 4 64237
21 6 71915
20 1 81990
12 1 87112
9 22 88153
5 18 89723
6 2 97812
20 7 102618
17 7 104039
21 2 105489
4 7 109598
5 12 114163
23 1 116744
3 14 120064
15 1 121191
12 14 121899
22 4 127204
13 22 129311
22 14 129945
23 19 130272
19 22 130565
17 21 130593
12 19 131030
7 18 132180
13 12 132284
21 3 132510
4 12 135250
8 22 136003
12 8 136022
4 21 136152
13 8 138885
15 7 141819
21 11 142530
17 13 144261
14 18 146339
2 14 147085
15 5 148242
1 2 151387
15 23 152169
13 5 152380
15 14 155978
14 4 157959
18 23 158622
18 8 160462
2 22 160779
16 2 164152
22 3 165099
18 17 165838
20 22 166129
13 9 167001
17 15 167412
16 9 167492
19 9 168255
3 16 168472
2 12 168825
8 14 168894
12 20 169102
11 22 175119
13 11 178001
16 11 178492
11 19 179255
12 11 183165
2 15 186812
3 15 191132
15 20 192162
6 13 192187
6 19 193441
14 13 194699
19 14 195953
9 14 197010
1 16 203160
20 3 204799
1 14 209011
20 11 214819
15 6 215338
14 6 222196
20 6 229005
7 14 229639
1 21 232094
13 16 237313
16 14 237947
16 19 238567
4 5 249413
16 21 253816
17 5 255561
21 22 260077
12 21 261239
13 21 264102
21 15 286110
11 5 297328
21 20 300920
6 5 303487
12 10 350513
22 10 358559
10 1 437625
10 9 446712
16 10 466561
10 14 472412
19 10 481543
10 4 485763
10 17 491911
10 2 519338
10 20 519615
10 11 533678
10 21 611752
Case #271: 188
6 4 2031
24 15 2892
4 18 23529
2 5 27930
11 28 28423
21 18 29005
5 1 34896
2 15 35389
15 23 46884
6 19 50519
21 6 50524
10 9 55291
21 22 55403
2 1 62826
28 12 64616
4 16 65358
14 15 67690
11 9 71345
24 3 71742
18 19 72017
15 3 74634
22 24 78299
17 15 80364
26 5 80836
19 15 81766
2 23 82273
12 15 82392
18 22 84408
19 24 84658
24 12 85284
27 15 85628
8 20 86674
28 24 89834
18 27 91145
12 11 93039
2 9 96087
15 1 98215
8 3 102764
14 2 103079
3 12 103395
22 28 106833
8 2 107038
4 22 107937
26 2 108766
27 17 109284
24 26 109557
3 2 110023
7 8 111946
27 6 112643
16 19 113846
27 4 114674
2 19 117155
12 13 117683
12 2 117781
10 25 118477
24 10 118881
14 5 119811
10 21 120029
27 2 121017
9 4 122786
9 6 124817
22 16 126237
10 11 126636
17 23 127248
2 28 128090
14 9 128388
8 12 128601
19 23 128650
25 29 130368
16 27 132974
6 23 134429
21 29 134679
20 16 134845
9 22 136105
4 23 136460
10 3 136992
3 5 137953
7 19 139761
23 13 140406
9 25 140668
9 19 142464
5 28 143093
19 5 145085
23 1 145099
24 8 145319
3 6 145699
19 11 146044
12 6 146511
25 5 147616
4 3 147730
17 14 148054
19 13 148638
27 5 148947
14 19 149456
21 8 150685
3 18 152462
14 27 153318
26 23 153549
14 1 154707
16 23 154760
22 17 155771
19 3 156400
19 22 156425
11 4 158086
7 10 158768
26 8 159944
28 14 160391
22 27 161035
3 7 162196
20 19 165033
20 5 165782
22 8 166731
28 6 167739
29 4 167816
27 12 168020
13 22 168929
24 7 169241
7 28 169798
11 26 170943
11 20 172941
29 7 173418
1 22 173622
28 19 174467
2 25 175546
1 17 178579
25 8 179599
19 1 179981
26 3 181299
26 22 182072
27 10 182169
20 10 184040
26 28 185935
26 17 187029
25 6 188003
12 26 189057
2 18 189172
24 13 190182
7 5 191054
4 14 191859
16 3 194291
24 20 194513
13 10 194668
12 20 195666
17 10 196353
21 14 198500
14 8 198919
13 6 199157
17 18 200429
13 4 201188
15 25 201366
24 25 204258
11 16 204647
11 13 210722
17 21 211174
25 11 212013
14 18 215388
5 18 217102
23 29 218605
13 3 221078
9 29 222136
2 13 222679
8 19 224193
1 7 225950
1 6 230500
26 4 230834
28 16 231066
7 14 234039
13 25 236657
14 16 238364
25 19 238522
16 17 242258
27 25 245370
25 16 251330
1 18 251998
18 26 254363
13 14 254980
3 29 258136
14 20 259311
25 20 266273
13 17 267654
11 29 268492
26 7 271890
13 27 272918
16 26 277348
29 8 285364
26 13 293955
2 29 300878
17 29 344716
Case #272: Impossible
Case #273: 591
11 8 715
6 31 3532
34 13 4495
22 4 4592
11 37 4672
8 37 5387
16 22 11083
25 32 11711
31 3 14897
35 32 17099
30 31 17477
6 3 18429
16 3 19516
10 25 24135
36 32 24567
3 32 24635
35 25 28810
22 3 30599
3 30 32374
1 20 33706
31 16 34413
34 8 35708
36 24 35778
10 32 35846
10 21 36063
17 32 36210
25 3 36346
11 34 36423
16 6 37945
19 25 38711
8 13 40203
4 31 40904
13 11 40918
34 37 41095
35 3 41734
6 32 43064
32 16 44151
6 4 44436
22 31 45496
37 13 45590
25 17 47921
36 3 49202
19 32 50422
9 12 50566
4 32 50642
25 31 51243
27 7 51817
30 16 51890
11 12 52636
36 20 52694
10 35 52945
17 35 53309
12 8 53351
39 23 54470
15 32 54772
17 3 54952
32 22 55234
16 25 55862
10 39 56154
28 37 56260
16 19 56619
35 31 56631
32 30 57009
31 8 58918
13 26 59518
11 31 59633
32 5 59890
6 35 60163
25 21 60198
24 32 60345
36 10 60413
3 10 60481
17 36 60777
29 32 60854
28 11 60932
16 35 61250
27 23 61494
8 28 61647
22 1 62136
9 23 62306
8 6 62450
10 19 62846
30 22 62973
19 4 63110
11 6 63165
36 31 64099
31 37 64305
31 14 64523
15 21 65408
15 25 66483
25 22 66945
19 35 67521
36 6 67631
19 22 67702
35 4 67741
6 37 67837
14 6 68055
36 16 68718
25 30 68720
11 18 68767
39 8 68933
8 18 69482
11 39 69648
17 31 69849
13 4 71002
25 5 71601
35 15 71871
32 21 71909
10 17 72056
22 35 72333
29 25 72565
16 1 73219
17 6 73381
37 18 73439
3 8 73815
7 13 73879
35 30 74108
39 37 74320
16 17 74468
36 19 74989
27 14 75099
36 4 75209
10 31 75378
34 4 75497
22 13 75594
30 8 76395
5 35 76989
11 30 77110
24 35 77444
20 26 77620
35 29 77953
7 34 78374
38 27 78807
6 10 78910
3 37 79202
28 32 79310
15 36 79339
3 15 79407
3 14 79420
3 29 79596
22 36 79801
10 16 79997
34 22 80089
39 25 80289
23 19 80304
17 4 80959
37 4 81294
36 30 81576
37 30 81782
34 16 81988
14 30 82000
4 24 82000
1 6 83615
1 15 84269
24 23 84424
5 36 84457
5 3 84525
24 3 84980
36 29 85421
22 17 85551
22 37 85886
4 11 85966
36 1 86400
17 39 86478
4 10 86488
24 22 86592
19 17 86632
8 4 86681
31 1 87147
17 30 87326
24 20 88472
6 34 88555
20 25 88972
21 35 89008
12 34 89059
31 19 89954
39 26 90187
11 22 90558
15 10 90618
8 26 90892
10 37 90929
17 15 90982
10 22 91080
8 22 91273
10 28 91734
32 39 92000
31 34 92087
21 39 92217
16 11 92457
13 6 93050
13 12 93554
31 15 94304
35 20 94360
29 31 94493
10 5 95736
20 22 95842
17 5 96100
24 10 96191
21 36 96476
21 3 96544
24 17 96555
31 13 96582
29 10 96700
15 28 96851
15 8 96968
28 34 97355
30 1 97560
15 6 97836
21 19 98909
15 16 98923
16 14 98936
29 13 99108
16 29 99112
32 11 99165
31 5 99422
24 31 99877
4 20 100434
34 14 100852
3 34 101504
13 28 101850
9 11 103202
24 6 103409
34 29 103603
36 28 103877
9 8 103917
3 28 103945
14 32 104055
23 2 104070
34 39 104641
25 18 104747
18 34 105190
15 19 105194
15 4 105414
14 4 105427
29 4 105603
28 19 106310
1 28 106550
16 20 106925
30 19 107431
37 9 107874
33 22 107919
11 2 108096
21 17 108119
2 8 108811
13 39 109136
12 4 109615
13 18 109685
33 16 109818
22 14 110019
29 22 110195
19 5 110312
25 11 110392
10 23 110624
24 19 110767
1 26 111326
15 30 111781
31 12 112269
10 20 113107
7 23 113311
8 7 114082
12 22 114207
5 15 114662
11 7 114797
6 21 114973
37 25 115064
18 31 115501
28 17 115520
35 8 115549
15 29 115626
14 25 115766
27 39 115964
21 16 116060
16 12 116106
35 11 116264
33 11 116277
36 39 116567
3 39 116635
19 1 116755
39 9 116776
31 20 116793
5 30 116899
33 8 116992
6 20 117321
24 30 117354
20 15 117975
19 39 119000
25 23 119015
7 35 119351
7 37 119469
38 14 119590
27 8 119940
23 36 120202
5 24 120235
11 27 120655
37 35 120936
33 37 120949
35 14 121154
24 29 121199
34 10 121250
12 18 121403
39 12 122284
21 11 122320
28 6 122374
4 21 122551
8 36 123017
8 23 123403
8 14 123441
11 36 123732
9 27 123800
27 32 123944
11 23 124118
11 14 124156
31 38 124181
37 27 125327
13 27 125696
13 10 125745
32 34 126139
14 7 126916
21 37 126992
3 12 127166
19 20 127683
28 21 127797
39 31 127851
1 35 128066
12 27 128148
34 17 128247
19 27 128365
36 37 128404
14 36 128622
17 8 128767
23 37 128790
37 14 128828
10 18 128882
30 21 128918
38 23 129005
3 33 129334
17 11 129482
28 18 129699
30 12 129746
4 28 129952
34 27 130191
26 36 130314
3 18 130398
26 4 130520
39 28 130580
38 7 130624
10 38 130689
32 23 130726
20 30 131266
39 6 131383
24 21 132254
21 14 132339
15 34 132676
29 21 132763
13 25 133355
19 13 134112
37 17 134154
14 17 134372
30 38 134594
26 22 135112
24 27 135155
25 27 135655
28 30 136319
7 32 136450
23 16 136923
13 20 137138
5 20 137151
13 15 137171
21 27 137680
1 13 137730
34 25 137850
20 29 138115
19 34 138607
26 30 138623
35 13 138743
28 5 139200
29 8 139311
31 27 139622
34 9 139625
10 14 139901
11 29 140026
28 29 140164
28 20 140256
13 38 140312
17 23 140948
18 36 141025
35 27 141043
34 20 141633
1 34 142225
19 9 142610
39 4 142642
27 6 143154
34 35 143238
23 4 143414
18 19 143458
8 38 143468
38 11 144183
31 33 144231
26 12 144243
27 2 144337
37 19 144404
2 34 144519
26 23 144657
37 29 144698
38 34 144807
7 4 144881
30 39 145328
13 36 146211
10 26 146341
21 23 146687
24 9 146730
39 15 146772
1 11 146780
1 17 147177
6 33 147763
35 23 147825
22 23 148006
7 25 148161
8 19 148388
1 23 148461
37 38 148855
13 2 149014
19 11 149076
20 21 149170
22 7 149473
26 31 149810
16 18 149914
36 34 150706
36 7 151194
16 7 151372
12 32 151801
28 26 152539
6 26 152568
17 18 152668
34 33 152700
13 24 153002
32 33 153969
14 19 154477
4 18 154733
25 38 154824
32 26 154881
3 23 155361
3 26 156527
38 33 156597
13 33 157195
21 34 157313
2 20 157439
8 5 158340
39 2 158540
26 29 158626
8 24 158795
14 29 159016
23 34 159111
22 18 159325
11 24 159510
27 10 159790
26 18 160374
2 12 160732
38 17 161013
7 3 161085
21 13 161808
25 12 163028
37 24 163294
23 13 163606
37 5 163727
5 14 163945
9 28 164134
24 14 164400
9 22 164773
26 14 164865
18 21 164945
18 15 165020
4 38 165085
25 33 165680
24 26 166092
9 6 166367
33 19 166437
26 25 166592
38 21 166752
2 31 167729
39 7 167781
20 39 167807
27 16 168095
8 20 168512
35 12 168900
12 33 168913
2 28 169028
20 11 169227
22 38 169677
1 33 170055
23 31 170258
31 7 170461
35 33 171068
27 28 171213
2 6 171261
29 1 171821
18 9 171969
26 35 171980
7 10 172296
19 12 172725
23 20 172896
9 10 172930
29 7 172987
23 6 173790
37 20 173899
33 2 174135
27 4 174586
21 12 174956
28 7 175729
1 12 176343
5 18 176348
12 36 176368
26 17 176665
14 12 176792
18 24 176803
2 18 176863
29 18 177312
38 36 178184
36 33 178536
22 27 179178
19 7 180182
38 35 180812
18 23 180967
20 14 181316
25 9 181321
9 36 182508
7 18 183564
5 27 183834
17 33 184286
2 30 185206
27 26 185214
33 24 185327
15 23 185498
27 1 185777
39 33 185925
2 25 186644
7 24 186972
30 23 187735
26 15 187860
2 24 188494
33 10 189815
5 23 190616
14 39 191063
2 1 191145
15 7 191222
9 38 191311
32 9 193032
19 38 193535
19 26 193630
20 18 193719
2 4 194062
36 2 195272
1 18 195584
7 2 196154
7 5 196340
32 2 198355
22 2 198654
14 9 198899
9 15 199455
26 2 199703
16 2 200553
38 18 201032
39 1 201513
33 21 201602
5 33 203430
20 33 203761
7 20 203888
38 1 204264
38 28 205115
33 26 207884
15 33 208741
29 33 208930
12 20 210049
1 9 210767
7 1 211609
12 5 211691
38 24 213429
2 35 215454
15 38 218485
33 9 219479
38 2 223144
38 5 223603
29 9 227898
2 21 230416
38 20 230878
2 17 234565
9 20 235202
33 27 235404
33 23 240395
9 5 252922
5 2 258245
Case #274: Impossible
Case #275: 122
22 31 62816
6 1 76634
3 32 77297
13 14 80107
19 9 87723
3 4 93305
19 35 104320
5 15 105059
14 22 105264
22 13 108832
14 12 129159
8 31 129970
28 9 130419
19 21 131606
21 14 136310
27 33 141928
35 31 143808
34 25 145222
19 6 151345
23 27 167198
4 32 170602
2 34 170718
30 29 173409
31 3 174010
28 21 174302
10 1 177418
35 13 179723
31 6 190833
11 28 191597
24 10 191930
13 23 196917
17 18 198566
30 11 201212
1 23 203547
20 27 207511
19 30 208339
11 9 209879
13 10 210293
1 5 211567
9 29 217104
12 35 228775
29 31 229448
8 10 230781
9 24 231602
25 32 233041
31 5 236667
14 11 238997
1 28 240534
2 36 245456
34 24 246029
3 9 247058
20 19 252013
17 25 258207
16 17 259036
33 3 260056
8 11 264196
7 35 264459
32 26 265984
31 20 271800
9 16 272676
21 8 273646
10 30 276909
11 6 278913
29 6 280726
4 20 283434
36 24 284156
27 31 284871
29 32 285030
24 8 285919
31 23 286226
8 15 288323
29 17 288856
27 35 289124
21 26 293435
27 6 294111
10 3 294225
29 36 298853
36 15 301056
1 13 303382
18 21 303648
28 25 305276
23 22 305749
23 33 309126
3 6 310680
15 1 316626
10 7 318218
23 7 321103
11 2 321224
30 3 321532
18 1 322321
2 8 324818
14 7 328595
5 26 329254
32 24 333848
23 34 335890
1 33 340169
17 2 342253
4 6 342935
26 3 343281
23 16 345126
30 32 347593
32 10 350131
4 33 353361
35 20 356333
29 1 357360
14 34 358200
33 28 363526
18 22 365492
10 4 366871
15 33 367957
27 5 369807
3 24 375276
36 10 385345
23 32 396805
17 23 397342
7 17 400042
25 4 400753
7 32 417380
25 11 426786
18 11 436902
34 31 437782
34 11 443067
Case #276: 64
17 2 36855
16 21 46417
21 14 67909
31 11 81234
23 5 99474
29 4 122643
2 21 125140
2 13 135563
11 9 137868
19 13 158011
7 21 165779
23 3 167338
23 21 174549
8 6 174749
17 7 177061
1 13 180112
6 17 207381
13 29 209535
19 23 213435
32 6 231192
2 20 232155
21 31 233705
14 4 241720
4 7 243539
23 8 254021
3 5 266812
4 15 267590
6 21 272750
15 21 298619
30 10 302840
9 30 305018
8 20 315493
28 12 337063
20 10 338810
22 16 350480
30 18 354151
3 7 356953
12 10 362899
25 30 372506
12 13 383991
27 2 384869
30 14 387530
15 1 405000
11 12 417513
20 12 421842
2 18 443243
24 13 458407
18 23 492652
18 32 506479
7 27 506676
25 7 507854
27 21 510009
6 27 511239
19 12 521156
5 25 538657
30 12 584663
17 26 596915
22 8 598077
28 9 616708
20 22 661358
26 4 663393
28 31 718631
18 27 828112
26 24 997941
Case #277: Impossible
Case #278: 204
7 19 808
26 17 4571
2 12 5011
7 24 21455
24 19 22263
29 22 29601
16 21 29677
7 9 30177
3 15 30757
9 19 30985
21 6 32116
21 20 34767
31 17 35141
31 26 36612
2 3 38050
6 24 47593
12 27 49771
24 20 50244
11 31 57204
20 9 58966
3 10 59574
5 30 60238
19 30 60835
17 10 61124
16 20 64444
9 5 65011
15 19 67055
5 13 67787
15 2 68807
28 9 69419
31 19 69889
31 7 70697
2 31 71641
2 24 75817
23 18 75868
27 30 78166
26 20 79066
26 24 82804
12 1 83067
10 11 83187
20 17 83637
9 2 84539
11 3 85127
24 3 85825
17 11 86677
11 26 88148
13 22 90136
30 9 90204
15 28 91231
7 12 92261
28 31 94065
13 2 94619
13 9 96942
7 17 100170
28 1 100480
3 5 100738
26 19 100833
28 6 100929
19 21 101972
5 26 103759
21 12 105610
24 13 105664
27 20 106049
6 8 107744
16 24 109386
8 20 110395
26 22 110650
21 3 111552
